Gender,Age,Race,Professional Field,Professional Status,Degree Status,Relationship Status,Political Views,Religious Views,Religious Background,Religious Background 2,IQ,OB posts,-------------------------------------------------------------------------------------------------------------------------,Time in Community,Time per day,LW Karma,Probability: MWI,Probability: Aliens,Probability: Aliens 2,Probability: God,Probability: God 2,Probability: Supernatural,Probability: Cryonics,Probability: Anti-Agathics,Probability: Simulation,Three Worlds Ending,Robin vs. Eliezer Singularity,Singularity: Year,Classic Prisoner's Dilemma,"Eliezer's ""True"" Prisoner's Dilemma",Probability: High IQ,Private,Counterfactual Mugging,Existential Risk 2,-------------------------------------------------------------------------------------------------------------------------,Cryonics,Participation,Moral value,Probability: Global Warming,Expertise,Probability: Existential Risk,Charity,Moral Views,Calibration 1,Calibration 2
Male,19,White (non-Hispanic),Economics/Finance,Student,None,Single (and looking),"Libertarian (for example US Libertarian Party; socially permissive, minimal/no taxes, minimal/no redistribution of wealth)","Atheist, and not ""spiritual""",Family was extremely religious,Christian,130,100,,8,10,0,,,,,,,5,2,,Humans blow up Huygens,No preference / Don't believe in the Singularity,,Defect,Cooperate,60,,Give Omega $100,Pandemic (natural),,"No, but considering it","Technology, Entrepreneurship, Pick up artists","Healthy, productive, adult humans, Infants, Fetuses",,Economics,,"False for all charities, or it is prohibitively difficult to identify charities for which it is true.",Don't believe in morality,1900,5
Male,51,White (non-Hispanic),Other computing,Other for-profit work,Masters,Married,,Committed theist,Family was less religious than average,Christian,144,40,,20,15,0,10,10,0.0001,41,40,42,10,1,1,No preference / Didn't read it,No preference / Don't believe in the Singularity,2200,Cooperate,Cooperate,20,,No preference / Depends / Don't understand,Environmental catastrophe (eg global warming),,"No, and don't plan to",Spirituality/Religion,"Healthy, productive, adult humans, Healthy, unproductive adult humans, Brain-dead adult humans, Infants, Fetuses, Embryos, Higher primates (eg chimps), Other animals",60,"Economics, World affairs, AI",70,"Possibly true, but only for a few outstanding charities",,1900,20
Male,22,White (non-Hispanic),"Other computing, Electrical Engineering",Other for-profit work,B. S.,Single (and looking),"Liberal (for example, US Democrats and UK Labour; socially permissive, more taxes, more redistribution of wealth)","Atheist, and not ""spiritual""",Family was nonreligious,,,40,,12,30,7,50,50,50,0,0,0,50,50,50,No preference / Didn't read it,Robin's: Whole brain emulations gradually reaching singularity status,,No preference / Depends / Don't understand,No preference / Depends / Don't understand,50,,No preference / Depends / Don't understand,Environmental catastrophe (eg global warming),,"No, and don't plan to","Atheism, Skepticism, Technology","Healthy, productive, adult humans, Healthy, unproductive adult humans, Infants, Higher primates (eg chimps), Other animals",90,Math and Physics,50,"False for all charities, or it is prohibitively difficult to identify charities for which it is true.",Deontologist,1900,50
Male,21,White (non-Hispanic),None / Decline to answer,Unemployed,None,Single (but not looking),"Socialist (for example Scandinavian countries; socially permissive, high taxes and major redistribution of wealth)","Atheist, and not ""spiritual""",Family was about average religiousity,Baptist,134,0,.,0,0,,50,100,50,0,0,0,0,1,0,No preference / Didn't read it,No preference / Don't believe in the Singularity,,Cooperate,Defect,50,,Don't,Environmental catastrophe (eg global warming),.,"No, and don't plan to","Atheism, Skepticism, Political debate, Political activism, Technology","My moral system doesn't work like this, or I choose not to answer",99,"World affairs, Energy/pollution/environment, Psychology and Neurology",75,"Possibly true, but only for a few outstanding charities",Don't believe in morality,1901,5
Male,24,White (non-Hispanic),Other Hard Sciences,Student,Ph. D.,In a relationship,"Libertarian (for example US Libertarian Party; socially permissive, minimal/no taxes, minimal/no redistribution of wealth)","Atheist, and not ""spiritual""",Family was less religious than average,"Jewish, but celebrated Christmas",,80,.,30,60,48,60,15,2,1,0.01,2,15,20,20,Humans blow up Huygens,Eliezer's: A singleton AI suddenly reaching singularity status,2035,Cooperate,No preference / Depends / Don't understand,,,Give Omega $100,Unfriendly AI,,"No, but considering it",Transhumanism,"Healthy, productive, adult humans, Healthy, unproductive adult humans, Infants, Fetuses, Higher primates (eg chimps), Other animals",50,"Math and Physics, AI",25,"True, for most normal charities (eg UNICEF)",Consequentialist (Eliezer's interpretation),1903,55
Male,27,White (non-Hispanic),Other computing,Other for-profit work,Masters,Married,"Liberal (for example, US Democrats and UK Tories; socially permissive, more taxes, more redistribution of wealth)","Atheist, and not ""spiritual""",Family was about average religiousity,New Age,,90,,11,30,120,80,10,0,0,0,0,20,50,,No preference / Didn't read it,Eliezer's: A singleton AI suddenly reaching singularity status,2200,Cooperate,Cooperate,,,Give Omega $100,Unfriendly AI,,"No, but considering it",,"Healthy, productive, adult humans, Healthy, unproductive adult humans",20,,50,"Possibly true, but only for a few outstanding charities",Consequentialist (Eliezer's interpretation),1903,50
Male,31,White (non-Hispanic),Artificial Intelligence,Other for-profit work,B. S.,Single (and looking),"Liberal (for example, US Democrats and UK Tories; socially permissive, more taxes, more redistribution of wealth)","Atheist, and not ""spiritual""",Family was extremely religious,Mormon,165,30.%,,7,20,50,60,95,90,0.000001,1E-011,0.01,0.01,0.1,1,Humans blow up Huygens,Robin's: Whole brain emulations gradually reaching singularity status,2200,Defect,Defect,70,,Give Omega $100,Nuclear war,,"No, but considering it",,"Healthy, productive, adult humans, Healthy, unproductive adult humans, Infants",60,"Math and Physics, AI",90,"True, for most normal charities (eg UNICEF)",,1905,30
Male,22,White (non-Hispanic),Other Hard Sciences,Student,B. S.,Single (and looking),"Libertarian (for example US Libertarian Party; socially permissive, minimal/no taxes, minimal/no redistribution of wealth)","Atheist, and not ""spiritual""",Family was less religious than average,Methodist,,40,.,12,30,,15,90,50,0.001,0.1,5,30,40,,Humans blow up Huygens,Eliezer's: A singleton AI suddenly reaching singularity status,2050,Defect,Cooperate,,,Give Omega $100,Unfriendly AI,,"No, but considering it",,"Healthy, productive, adult humans, Healthy, unproductive adult humans, Infants",70,"Economics, World affairs, Law, Math and Physics, AI, Psychology and Neurology, Philosophy",75,"Possibly true, but only for a few outstanding charities",Consequentialist (Eliezer's interpretation),1905,10
Male,27,White (non-Hispanic),Other computing,Other for-profit work,B. S.,Married,,Lukewarm theist,Family was extremely religious,"Christian, fundamentalist",,8.%,,2,25,,5.%,95.%,75.%,1.%,0.05%,1.%,1.%,80.%,1.%,Humans blow up Huygens,Eliezer's: A singleton AI suddenly reaching singularity status,2030,Cooperate,Defect,,,Don't,Pandemic (bioengineered),,"No, but considering it",Spirituality/Religion,"Healthy, productive, adult humans, Healthy, unproductive adult humans, Infants, Higher primates (eg chimps), Other animals",80.%,,65.%,"False for all charities, or it is prohibitively difficult to identify charities for which it is true.",not sure,1905,20.%
Male,23,White (non-Hispanic),None / Decline to answer,Unemployed,associates degree,Single (but not looking),"Liberal (for example, US Democrats and UK Tories; socially permissive, more taxes, more redistribution of wealth)","Atheist, and not ""spiritual""",Family was nonreligious,,139,100.%,,since they started,5,53,95,99,99,0,0.01,0,50,50,99,Superhappies reprogram the human utility function,Robin's: Whole brain emulations gradually reaching singularity status,2040,No preference / Depends / Don't understand,No preference / Depends / Don't understand,85,,Give Omega $100,Nuclear war,,"No, but considering it",,"My moral system doesn't work like this, or I choose not to answer",100,"World affairs, Energy/pollution/environment, AI, Philosophy",50,,Don't believe in morality,1905,40.%
Male,20,White (non-Hispanic),Mathematics,Student,B. S.,In a relationship,"Libertarian (for example US Libertarian Party; socially permissive, minimal/no taxes, minimal/no redistribution of wealth)","Atheist, and not ""spiritual""",Family was nonreligious,,,80.%,,20,20,0,75,100,100,0,0,0,20,80,90,Superhappies reprogram the human utility function,Robin's: Whole brain emulations gradually reaching singularity status,2080,Cooperate,Cooperate,,,Give Omega $100,"Nanotechnology/""Grey goo""",,"No, but considering it",,"Healthy, productive, adult humans, Healthy, unproductive adult humans, Infants, Higher primates (eg chimps), Other animals",50,"Math and Physics, Philosophy",70,"False for all charities, or it is prohibitively difficult to identify charities for which it is true.",Contract theory,1906,15
Male,24,White (non-Hispanic),Economics/Finance,Other for-profit work,None,Single (and looking),"Libertarian (for example US Libertarian Party; socially permissive, minimal/no taxes, minimal/no redistribution of wealth)","Atheist, and not ""spiritual""",Family was less religious than average,Christianity,"166 with SD of 24, ie. 2,75 standard deviations above",Most,.,No idea. Probably since the beginning.,5 minutes,None,90,70,N/A,2,"0,05",2,99,20,5,Superhappies reprogram the human utility function,Eliezer's: A singleton AI suddenly reaching singularity status,2100,No preference / Depends / Don't understand,No preference / Depends / Don't understand,66,,No preference / Depends / Don't understand,Pandemic (bioengineered),.,"No, but considering it","Atheism, Political debate, Political activism, Technology, Entrepreneurship, Pick up artists","Healthy, productive, adult humans, Healthy, unproductive adult humans, Infants",30,"Economics, World affairs, Energy/pollution/environment, Psychology and Neurology",95,"False for all charities, or it is prohibitively difficult to identify charities for which it is true.",Consequentialist (generic interpretation),1909,20
Male,25,White (non-Hispanic),Other computing,Student,B. S.,Single (but not looking),,"Atheist, and not ""spiritual""",Family was nonreligious,,,95,,30,15,3,90,,,0.01,0.01,0.1,50,1,0.1,,No preference / Don't believe in the Singularity,2300,Cooperate,Cooperate,,,No preference / Depends / Don't understand,Environmental catastrophe (eg global warming),,"No, but considering it",Technology,"Healthy, productive, adult humans, Healthy, unproductive adult humans, Infants, Higher primates (eg chimps), Other animals",75,,75,,do not know the definitions well enough to classify myself,1910,25
Male,32,White (non-Hispanic),Other computing,Other for-profit work,None,Single (and looking),"Libertarian (for example US Libertarian Party; socially permissive, minimal/no taxes, minimal/no redistribution of wealth)","Atheist, and not ""spiritual""",Family was about average religiousity,christian,,90 (Eliezer only),,40,10,,98,100,50,0,0,0.5,80,75,0,Humans blow up Huygens,Eliezer's: A singleton AI suddenly reaching singularity status,2030,Cooperate,Defect,,,Don't,Unfriendly AI,,"No, but considering it","Atheism, Transhumanism","Healthy, productive, adult humans, Healthy, unproductive adult humans, Infants, Fetuses",90,,99,"False for all charities, or it is prohibitively difficult to identify charities for which it is true.",Consequentialist (generic interpretation),1910,25
Male,25,White (non-Hispanic),Other Hard Sciences,Other for-profit work,B. S.,Single (but not looking),"Libertarian (for example US Libertarian Party; socially permissive, minimal/no taxes, minimal/no redistribution of wealth)",Agnostic,Family was extremely religious,Christian,,,.,1,10,,,50,1,20,5,50,75,95,20,No preference / Didn't read it,No preference / Don't believe in the Singularity,,Defect,Cooperate,,,No preference / Depends / Don't understand,Environmental catastrophe (eg global warming),.,"No, never thought about it",,"Healthy, productive, adult humans, Healthy, unproductive adult humans, Infants, Higher primates (eg chimps), Other animals",50,"Economics, World affairs, Energy/pollution/environment, Math and Physics, AI, Biology and Medicine, Psychology and Neurology, Philosophy",95,"Possibly true, but only for a few outstanding charities",Consequentialist (generic interpretation),1910,5
Male,29,White (non-Hispanic),"Economics/Finance, Other computing",Other for-profit work,BMath,Single (and looking),"Libertarian (for example US Libertarian Party; socially permissive, minimal/no taxes, minimal/no redistribution of wealth)","Atheist, and not ""spiritual""",Family was about average religiousity,Catholic,,40.%,.,6,20,,2,100,1,0,0,0,15,15,,Humans blow up Huygens,Robin's: Whole brain emulations gradually reaching singularity status,2070,Cooperate,Defect,,,Don't,Asteroid strike,.,"No, but considering it","Technology, Transhumanism, Pick up artists, Self-help","My moral system doesn't work like this, or I choose not to answer",10,,99,"Possibly true, but only for a few outstanding charities",Consequentialist (generic interpretation),1910,0
Male,25,White (non-Hispanic),Other computing,Other for-profit work,B. S.,Married,"Conservative (for example US Republicans or UK Tories; support ""traditional"" values, low taxes, low redistribution of wealth)",Lukewarm theist,Family was extremely religious,Christian (Charismatic),130,50.%,,6,30,2,,100.%,90.%,25.%,5.%,10.%,0.5%,0.5%,0.%,Humans blow up Huygens,No preference / Don't believe in the Singularity,2100,Defect,Defect,50.%,,Give Omega $100,Nuclear war,,"No, and don't plan to",,"Healthy, productive, adult humans, Healthy, unproductive adult humans, Infants, Fetuses, Higher primates (eg chimps), Other animals",75.%,,80.%,"Possibly true, but only for a few outstanding charities",Consequentialist (generic interpretation),1910,30.%
Male,21,White (non-Hispanic),"Economics/Finance, Mathematics",Student,B. S.,In a relationship,Not interested in politics,"Atheist, and not ""spiritual""",Family was explicitly atheist,,129,"60%, Eliezer and Robin, but mostly Eliezer",,"24 (I'm guessing, but definitely more than 18)",30,0,,,,approximately zero,approximately zero,,2 (it's worth signing up),40,,No preference / Didn't read it,Robin's: Whole brain emulations gradually reaching singularity status,2150,Cooperate,No preference / Depends / Don't understand,20,,,"Nanotechnology/""Grey goo""",,"No, but considering it",,"My moral system doesn't work like this, or I choose not to answer",,"Economics, Math and Physics, Psychology and Neurology",95,"Possibly true, but only for a few outstanding charities",Don't believe in morality,1910,10.%
Male,23,White (non-Hispanic),Other Hard Sciences,Student,Ph. D.,Single (and looking),"Liberal (for example, US Democrats and UK Tories; socially permissive, more taxes, more redistribution of wealth)","Atheist, and not ""spiritual""",Family was about average religiousity,Christian,,"All of Eliezer's, probably 40% of Robin's",,18,120,1097,90,98,50,0,0,0,40,40,20,Humans blow up Huygens,Eliezer's: A singleton AI suddenly reaching singularity status,2070,Cooperate,Cooperate,,,Give Omega $100,"Nanotechnology/""Grey goo""",,"No, but considering it","Atheism, Skepticism","Healthy, productive, adult humans, Healthy, unproductive adult humans, Infants, Higher primates (eg chimps)",80,"Math and Physics, Philosophy",70,"Possibly true, but only for a few outstanding charities",Consequentialist (Eliezer's interpretation),1915,25
Male,24,White (non-Hispanic),"Philosophy, Artificial Intelligence, Other computing",Student,B. S.,In a relationship,,"Atheist, and not ""spiritual""",Family was about average religiousity,Pentecostal Christian,,25.%,,12,40,16,,95,40,0.005,0.0005,0.05,,,,No preference / Didn't read it,Robin's: Whole brain emulations gradually reaching singularity status,,Cooperate,Defect,,,Don't,Nuclear war,,"No, but considering it","Technology, Entrepreneurship","Healthy, productive, adult humans, Infants, Higher primates (eg chimps), Other animals",20,Philosophy,80,"False for all charities, or it is prohibitively difficult to identify charities for which it is true.",Deontologist,1920,60
Male,22,White (non-Hispanic),Other Hard Sciences,Student,Ph. D.,Single (but not looking),"Liberal (for example, US Democrats and UK Labour; socially permissive, more taxes, more redistribution of wealth)","Atheist, and not ""spiritual""",Family was about average religiousity,Christian (Catholic),,10,,12,30,,50,70,40,0.01,0.00001,10,45,"40-70, depending on how age is counted (eg, whether time spent frozen count)",50,Humans blow up Huygens,Robin's: Whole brain emulations gradually reaching singularity status,2150,Cooperate,Defect,,,Don't,"Nanotechnology/""Grey goo""",,"No, but considering it",Political debate,"My moral system doesn't work like this, or I choose not to answer",80,Math and Physics,95,"True, for most normal charities (eg UNICEF)","No consistent, complete, justified moral theory exists.  In practice, Consquentialist",1920,20
Male,23,White (non-Hispanic),Other computing,Other for-profit work,B. S.,Single (and looking),"Libertarian (for example US Libertarian Party; socially permissive, minimal/no taxes, minimal/no redistribution of wealth)","Atheist, and not ""spiritual""",Family was about average religiousity,Reform Jewish,148,30,,6,60,58,80,80,50,0,0,0,5,20,1,Humans blow up Huygens,Eliezer's: A singleton AI suddenly reaching singularity status,,Defect,Defect,55,,Give Omega $100,Nuclear war,,"No, but considering it","Skepticism, Political debate, Technology, Entrepreneurship","Healthy, productive, adult humans, Healthy, unproductive adult humans, Infants, Fetuses, Higher primates (eg chimps), Other animals",15,"Economics, Energy/pollution/environment, Math and Physics, AI",50,"Possibly true, but only for a few outstanding charities",Consequentialist (Eliezer's interpretation),1920,30
Male,25,White (non-Hispanic),Other Hard Sciences,Other for-profit work,Masters,Single (and looking),"Libertarian (for example US Libertarian Party; socially permissive, minimal/no taxes, minimal/no redistribution of wealth)","Atheist, and not ""spiritual""",Family was about average religiousity,Episcopalian (Protestant),,15% of Eliezer's,,2,10,0,,,,1,0,2,15,1,,No preference / Didn't read it,Eliezer's: A singleton AI suddenly reaching singularity status,,Cooperate,No preference / Depends / Don't understand,,,Don't,Environmental catastrophe (eg global warming),,"No, but considering it","Atheism, Political activism, Entrepreneurship","Healthy, productive, adult humans, Infants, Higher primates (eg chimps)",98,"Economics, World affairs, Energy/pollution/environment, Math and Physics",40,"True, for most normal charities (eg UNICEF)",Desire utilitarian,1926,30
Male,30,White (non-Hispanic),"Philosophy, Artificial Intelligence, Other computing, computer ethics",Student,Ph. D.,Married,"These categories are meaningless.  Parties and even labels such as ""conservative"" or ""liberal"" are more reflective of political coalitions than ideologies.",,Family was about average religiousity,Catholic / Episcopal / other Christian,,99,,24,30,600,0,100,100,0,0,0,0,0.01,0,No preference / Didn't read it,No preference / Don't believe in the Singularity,,No preference / Depends / Don't understand,No preference / Depends / Don't understand,,,Don't,,,"No, and don't plan to",,"My moral system doesn't work like this, or I choose not to answer",I think the notion of 'cause' here is confused.,"Economics, World affairs, Law, Energy/pollution/environment, Math and Physics, AI, Biology and Medicine, Psychology and Neurology, Philosophy",99.9,"False for all charities, or it is prohibitively difficult to identify charities for which it is true.","virtue ethics - I can't believe this isn't an option!  What is this, the 19th century?",2172,0
Male,38,White (non-Hispanic),Musician,"Academic (on the teaching end, not the student end)",Ph. D.,Married,Left Libertarian,Agnostic,Family was less religious than average,,158,20,,1.5,25,,10,100,100,0,0,0,0.005,99,80,No preference / Didn't read it,Eliezer's: A singleton AI suddenly reaching singularity status,2045,Cooperate,No preference / Depends / Don't understand,45,,Don't,Nuclear war,,"No, but considering it",,"Healthy, productive, adult humans, Healthy, unproductive adult humans, Infants, Higher primates (eg chimps), Other animals",98,"World affairs, Energy/pollution/environment, Biology and Medicine, Psychology and Neurology",51,"Possibly true, but only for a few outstanding charities",Consequentialist (generic interpretation),1892 (attempted),10
Male,21,White (non-Hispanic),Economics/Finance,Other non-profit work,B. S.,Married,"Libertarian (for example US Libertarian Party; socially permissive, minimal/no taxes, minimal/no redistribution of wealth)","Atheist, and not ""spiritual""",Family was about average religiousity,Lutheran,160,20%?,.,8,45,,,,,0,0,0,,,,No preference / Didn't read it,No preference / Don't believe in the Singularity,Too much uncertainty,No preference / Depends / Don't understand,No preference / Depends / Don't understand,60,,Don't,Asteroid strike,.,"No, but considering it","Atheism, Technology, Transhumanism","Healthy, productive, adult humans, Healthy, unproductive adult humans, Infants, Fetuses, Embryos, Higher primates (eg chimps), Other animals",,"Economics, World affairs, Energy/pollution/environment, Biology and Medicine, Psychology and Neurology, Philosophy",,"Possibly true, but only for a few outstanding charities","Evolutionary rule discovery, converging on non-aggression principle",19th century,90
Male,22,White (non-Hispanic),None / Decline to answer,Student,,Single (but not looking),"Liberal (for example, US Democrats and UK Labour; socially permissive, more taxes, more redistribution of wealth)","Atheist, but ""spiritual""",Family was nonreligious,,,90,,,15,0,98,80,20,,1,,,2,,Humans blow up Huygens,Eliezer's: A singleton AI suddenly reaching singularity status,,No preference / Depends / Don't understand,Defect,,,No preference / Depends / Don't understand,Environmental catastrophe (eg global warming),,"No, never thought about it",,"My moral system doesn't work like this, or I choose not to answer",,Math and Physics,70,No opinion,Don't believe in morality,,0
Male,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,30,White (non-Hispanic),IT,Other for-profit work,B. S.,Single (but not looking),"Liberal (for example, US Democrats and UK Labour; socially permissive, more taxes, more redistribution of wealth)","Atheist, but ""spiritual""",Family was nonreligious,,170,50,,6,60,0,,99,50,0,5,10,5,0,0,No preference / Didn't read it,No preference / Don't believe in the Singularity,,Cooperate,No preference / Depends / Don't understand,30,,,Nuclear war,,"No, never thought about it",,"Healthy, productive, adult humans",80,,100,No opinion,,,
Male,27,White (non-Hispanic),"Economics/Finance, Other computing",Other for-profit work,B. S.,In a relationship,"Libertarian (for example US Libertarian Party; socially permissive, minimal/no taxes, minimal/no redistribution of wealth)","Atheist, and not ""spiritual""",Family was nonreligious,,,,,36,20,,40,60,,2,,2,,,,,,,,,,,,,,,Technology,,,"Economics, AI, Psychology and Neurology, Philosophy",,,,,
Male,60,White (non-Hispanic),Other computing,Unemployed,Masters,Single (but not looking),"Libertarian (for example US Libertarian Party; socially permissive, minimal/no taxes, minimal/no redistribution of wealth)","Atheist, and not ""spiritual""",Family was extremely religious,Baptist,,40,,3,20,No idea,0,100,99,0,0,,10,90,,Superhappies reprogram the human utility function,Eliezer's: A singleton AI suddenly reaching singularity status,2030,Cooperate,No preference / Depends / Don't understand,,,No preference / Depends / Don't understand,Nuclear war,,"No, but considering it","Political debate, Transhumanism","Healthy, productive, adult humans, Healthy, unproductive adult humans, Infants, Higher primates (eg chimps), Other animals",2,Economics,99,"False for all charities, or it is prohibitively difficult to identify charities for which it is true.",Deontologist,,
